subject,condition,n_game,event,n_step,deviation,norm_dev
15AZ,qm,3,overkill_step,9,78.9,62.08
15AZ,qm,3,activate_star,1,15.01,9.62
15AZ,qm,3,blast_step_1,2,17.21,3.25
15AZ,qm,3,blast_step_2,3,13.51,14.11
15AZ,qm,3,blast_step_4,5,21.1,26.07
15AZ,qm,3,blast_step_5,6,29.7,48.05
15AZ,qm,3,blast_step_6,7,47.69,65.83
15AZ,qm,3,blast_step_7,8,58.24,75.76
15AZ,qm,3,blast_step_8,9,70.98,88.45
15AZ,qm,3,overkill_step,10,27.96,33.42
15AZ,qm,3,activate_star,1,31.59,47.27
15AZ,qm,3,blast_step_1,2,34.26,42.63
15AZ,qm,3,blast_step_2,3,34.05,44.75
15AZ,qm,3,blast_step_3,4,55.31,26.88
15AZ,qm,3,blast_step_4,5,54.77,25.37
15AZ,qm,3,blast_step_5,6,28.4,66.27
15AZ,qm,3,blast_step_6,7,34.66,98.63
15AZ,qm,3,blast_step_7,8,50.02,108.3
15AZ,qm,3,blast_step_8,9,60.86,124.84
15AZ,qm,3,overkill_step,10,59.9,119.39
15AZ,qm,3,activate_star,1,22.81,34.76
15AZ,qm,3,blast_step_1,2,32.31,32.66
15AZ,qm,3,blast_step_2,3,31.43,36.67
15AZ,qm,3,blast_step_3,4,46.61,46.55
15AZ,qm,3,blast_step_4,5,60.59,51.52
15AZ,qm,3,blast_step_5,6,52.76,29.29
15AZ,qm,3,blast_step_6,7,45.72,11.08
15AZ,qm,3,blast_step_7,8,63.86,30.78
15AZ,qm,3,blast_step_8,9,81.53,46.93
15AZ,qm,3,overkill_step,10,77.06,49.15
15AZ,qm,3,overkill_step,11,53.14,45.23
15AZ,qm,3,activate_star,1,46.14,38.16
15AZ,qm,3,blast_step_2,2,70.31,38.57
15AZ,qm,3,blast_step_3,3,49.36,36.23
15AZ,qm,3,blast_step_4,4,71.72,27.93
15AZ,qm,3,blast_step_5,5,63.71,18.71
15AZ,qm,3,blast_step_6,6,61.91,17.79
15AZ,qm,3,blast_step_7,7,80.87,9.01
15AZ,qm,3,blast_step_8,8,81.24,27.03
15AZ,qm,3,overkill_step,9,64.55,39.39
15AZ,qm,3,activate_star,1,13.11,10.71
15AZ,qm,3,blast_step_1,2,14.32,11.5
15AZ,qm,3,blast_step_2,3,20.4,29.65
15AZ,qm,3,blast_step_3,4,19.79,30.71
15AZ,qm,3,blast_step_4,5,22.45,23.33
15AZ,qm,3,blast_step_5,6,35.64,38.1
15AZ,qm,3,blast_step_6,7,36.76,39.78
15AZ,qm,3,blast_step_7,8,50.91,53.19
15AZ,qm,3,blast_step_8,9,56.36,57.09
15AZ,qm,3,overkill_step,10,21.58,33.41
15AZ,qm,3,overkill_step,11,257.04,245.02
15AZ,qm,3,activate_star,1,24.59,26.26
15AZ,qm,3,blast_step_2,2,45.03,9.44
15AZ,qm,3,blast_step_5,5,16.55,58.89
15AZ,qm,3,blast_step_6,6,22.48,64.73
15AZ,qm,3,blast_step_7,7,33.49,70.51
15AZ,qm,3,blast_step_8,8,44.71,85.63
15AZ,qm,3,overkill_step,9,49.24,40.03
15AZ,qm,3,activate_star,1,40.01,36.65
15AZ,qm,3,blast_step_1,2,28.28,31.44
15AZ,qm,3,blast_step_2,3,29.52,34.5
15AZ,qm,3,blast_step_3,4,29.5,33.42
15AZ,qm,3,blast_step_4,5,30.8,35.36
15AZ,qm,3,blast_step_5,6,23.66,13.9
15AZ,qm,3,blast_step_6,7,39.89,22.91
15AZ,qm,3,blast_step_7,8,46.75,31.52
15AZ,qm,3,blast_step_8,9,49.5,35.58
15AZ,qm,3,overkill_step,10,38.44,29.87
15AZ,qm,3,activate_star,1,23.33,26.97
15AZ,qm,3,blast_step_2,2,25.0,37.42
15AZ,qm,3,blast_step_4,4,26.82,18.75
15AZ,qm,3,blast_step_5,5,152.23,165.9
15AZ,qm,3,blast_step_6,6,42.9,34.19
15AZ,qm,3,blast_step_7,7,46.49,39.59
15AZ,qm,3,blast_step_8,8,66.04,56.0
15AZ,qm,3,overkill_step,9,60.54,50.98
15AZ,qm,3,overkill_step,10,85.38,85.91
18KK,im,1,activate_star,1,26.38,13.21
18KK,im,1,blast_step_2,2,37.74,17.34
18KK,im,1,blast_step_3,3,51.02,40.84
18KK,im,1,blast_step_4,4,46.09,25.81
18KK,im,1,blast_step_5,5,49.42,27.64
18KK,im,1,blast_step_6,6,45.68,25.07
18KK,im,1,blast_step_7,7,73.25,53.72
18KK,im,1,blast_step_8,8,127.42,105.67
18KK,im,1,overkill_step,9,136.3,114.9
18KK,im,1,overkill_step,10,102.57,80.34
18KK,im,1,overkill_step,11,87.44,92.71
18KK,im,1,overkill_step,12,91.01,104.65
18KK,im,1,activate_star,1,19.61,20.88
18KK,im,1,blast_step_2,2,29.69,13.24
18KK,im,1,blast_step_3,3,33.25,20.58
18KK,im,1,blast_step_4,4,29.22,33.52
18KK,im,1,blast_step_5,5,16.49,35.15
18KK,im,1,blast_step_6,6,29.29,43.51
18KK,im,1,blast_step_7,7,26.61,37.62
18KK,im,1,blast_step_8,8,51.92,58.86
18KK,im,1,overkill_step,9,83.39,80.49
18KK,im,1,activate_star,1,56.25,36.63
18KK,im,1,blast_step_1,2,47.47,8.15
18KK,im,1,blast_step_2,3,36.98,10.21
18KK,im,1,blast_step_3,4,36.07,12.03
18KK,im,1,blast_step_4,5,35.82,23.34
18KK,im,1,blast_step_5,6,43.38,14.73
18KK,im,1,blast_step_6,7,42.65,18.89
18KK,im,1,blast_step_7,8,97.85,57.05
18KK,im,1,blast_step_8,9,97.08,64.18
18KK,im,1,overkill_step,10,41.57,52.08
18KK,im,1,activate_star,1,62.26,10.7
18KK,im,1,blast_step_1,2,50.54,7.18
18KK,im,1,blast_step_2,3,49.29,12.35
18KK,im,1,blast_step_3,4,61.37,17.18
18KK,im,1,blast_step_4,5,63.51,28.64
18KK,im,1,blast_step_5,6,79.84,45.67
18KK,im,1,blast_step_6,7,34.48,62.75
18KK,im,1,blast_step_7,8,39.13,51.5
18KK,im,1,blast_step_8,9,47.74,57.35
18KK,im,1,overkill_step,10,152.83,125.05
18KK,im,1,activate_star,1,55.55,16.75
18KK,im,1,blast_step_2,2,42.39,13.2
18KK,im,1,blast_step_3,3,34.27,29.01
18KK,im,1,blast_step_4,4,40.44,22.0
18KK,im,1,blast_step_5,5,35.28,17.9
18KK,im,1,blast_step_6,6,40.66,22.54
18KK,im,1,blast_step_7,7,48.97,38.75
18KK,im,1,blast_step_8,8,91.01,63.73
18KK,im,1,overkill_step,9,106.6,80.27
18KK,im,1,activate_star,1,18.09,22.74
18KK,im,1,blast_step_2,2,19.36,5.48
18KK,im,1,blast_step_3,3,13.1,6.84
18KK,im,1,blast_step_4,4,21.74,21.01
18KK,im,1,blast_step_5,5,25.32,30.93
18KK,im,1,blast_step_6,6,18.04,33.85
18KK,im,1,blast_step_7,7,34.05,50.19
18KK,im,1,blast_step_8,8,59.41,63.95
18KK,im,1,overkill_step,9,83.17,84.03
18KK,im,1,overkill_step,10,87.78,94.69
18KK,im,1,overkill_step,11,104.32,110.83
18KK,im,1,activate_star,1,44.89,34.68
18KK,im,1,blast_step_1,2,32.69,8.97
18KK,im,1,blast_step_2,3,31.53,14.07
18KK,im,1,blast_step_3,4,31.62,27.12
18KK,im,1,blast_step_4,5,27.1,18.67
18KK,im,1,blast_step_5,6,27.45,15.28
18KK,im,1,blast_step_6,7,21.29,32.88
18KK,im,1,blast_step_7,8,70.87,59.58
18KK,im,1,blast_step_8,9,64.26,37.78
18KK,im,1,overkill_step,10,74.4,44.88
18KK,im,1,overkill_step,11,26.56,14.67
18KK,im,1,activate_star,1,41.47,18.69
18KK,im,1,blast_step_1,2,52.04,10.93
18KK,im,1,blast_step_2,3,37.05,20.55
18KK,im,1,blast_step_3,4,21.02,43.8
18KK,im,1,blast_step_4,5,35.09,51.45
18KK,im,1,blast_step_5,6,36.54,27.77
18KK,im,1,blast_step_6,7,43.16,53.31
18KK,im,1,blast_step_7,8,97.04,90.3
18KK,im,1,blast_step_8,9,60.06,66.79
18KK,im,1,overkill_step,10,60.3,74.32
18KK,im,1,overkill_step,11,68.04,88.32
18KK,im,1,activate_star,1,47.2,28.94
18KK,im,1,blast_step_1,2,67.68,7.42
18KK,im,1,blast_step_2,3,50.67,38.11
18KK,im,1,blast_step_3,4,40.4,36.81
18KK,im,1,blast_step_4,5,31.73,37.95
18KK,im,1,blast_step_6,7,15.25,70.03
18KK,im,1,blast_step_7,8,15.18,77.0
18KK,im,1,blast_step_8,9,16.0,78.25
18KK,im,1,overkill_step,10,45.35,75.89
18KK,im,1,overkill_step,11,52.06,117.09
18KK,im,1,activate_star,1,36.48,14.6
18KK,im,1,blast_step_1,2,38.33,12.57
18KK,im,1,blast_step_2,3,58.88,47.71
18KK,im,1,blast_step_3,4,72.51,56.04
18KK,im,1,blast_step_4,5,33.99,28.95
18KK,im,1,blast_step_6,7,50.31,40.44
18KK,im,1,blast_step_7,8,17.02,17.04
18KK,im,1,blast_step_8,9,65.1,79.43
18KK,im,1,overkill_step,10,46.32,26.17
18KK,im,1,activate_star,1,39.46,19.48
18KK,im,1,blast_step_1,2,23.87,11.44
18KK,im,1,blast_step_2,3,30.69,15.03
18KK,im,1,blast_step_3,4,43.4,28.78
18KK,im,1,blast_step_4,5,27.92,14.67
18KK,im,1,blast_step_5,6,29.26,20.52
18KK,im,1,blast_step_6,7,31.28,22.88
18KK,im,1,blast_step_7,8,29.09,12.85
18KK,im,1,blast_step_8,9,33.76,25.35
18KK,im,1,overkill_step,10,42.46,47.21
18KK,im,1,overkill_step,11,62.05,56.04
18KK,im,1,activate_star,1,39.59,12.01
18KK,im,1,blast_step_1,2,46.14,15.86
18KK,im,1,blast_step_2,3,51.67,22.33
18KK,im,1,blast_step_3,4,35.21,11.43
18KK,im,1,blast_step_4,5,48.85,13.7
18KK,im,1,blast_step_5,6,49.78,19.23
18KK,im,1,blast_step_6,7,46.8,41.94
18KK,im,1,blast_step_7,8,52.71,66.2
18KK,im,1,blast_step_8,9,51.82,55.58
18KK,im,1,overkill_step,10,51.32,57.3
18KK,im,1,overkill_step,11,36.6,7.2
18KK,im,1,overkill_step,12,46.97,56.7
18KK,im,1,activate_star,1,42.53,29.43
18KK,im,1,blast_step_1,2,38.79,10.26
18KK,im,1,blast_step_2,3,34.38,10.77
18KK,im,1,blast_step_3,4,36.94,20.05
18KK,im,1,blast_step_4,5,35.11,10.5
18KK,im,1,blast_step_5,6,48.08,46.01
18KK,im,1,blast_step_6,7,42.53,47.05
18KK,im,1,blast_step_7,8,49.56,44.59
18KK,im,1,blast_step_8,9,42.62,53.87
18KK,im,1,overkill_step,10,36.94,58.74
18KK,im,1,activate_star,1,47.11,44.23
18KK,im,1,blast_step_2,2,77.62,8.86
18KK,im,1,blast_step_3,3,65.06,17.39
18KK,im,1,blast_step_4,4,63.64,16.07
18KK,im,1,blast_step_5,5,39.96,37.03
18KK,im,1,blast_step_6,6,74.62,38.11
18KK,im,1,blast_step_7,7,59.42,60.02
18KK,im,1,blast_step_8,8,64.6,59.87
18KK,im,1,overkill_step,9,63.68,44.68
18KK,im,1,overkill_step,10,91.64,121.28
18KK,im,1,overkill_step,11,113.78,121.54
18KK,im,1,overkill_step,12,117.34,52.28
18KK,im,1,activate_star,1,31.01,14.35
18KK,im,1,blast_step_1,2,20.01,16.98
18KK,im,1,blast_step_4,5,29.01,48.26
18KK,im,1,blast_step_5,6,23.57,33.91
18KK,im,1,blast_step_6,7,33.16,50.41
18KK,im,1,blast_step_7,8,49.34,69.41
18KK,im,1,blast_step_8,9,25.43,35.43
18KK,im,1,overkill_step,10,82.86,88.79
18KK,im,1,activate_star,1,15.0,37.23
18KK,im,1,blast_step_1,2,39.65,8.18
18KK,im,1,blast_step_2,3,43.2,15.12
18KK,im,1,blast_step_3,4,41.08,17.54
18KK,im,1,blast_step_4,5,36.94,19.38
18KK,im,1,blast_step_5,6,21.42,33.23
18KK,im,1,blast_step_6,7,55.38,16.4
18KK,im,1,blast_step_7,8,101.31,63.43
18KK,im,1,blast_step_8,9,78.18,65.53
18KK,im,1,overkill_step,10,76.66,68.11
18KK,im,1,activate_star,1,40.87,22.34
18KK,im,1,blast_step_1,2,37.35,15.56
18KK,im,1,blast_step_2,3,43.12,19.69
18KK,im,1,blast_step_3,4,23.66,40.19
18KK,im,1,blast_step_5,6,24.09,43.88
18KK,im,1,blast_step_6,7,29.35,52.47
18KK,im,1,blast_step_7,8,28.06,55.82
18KK,im,1,blast_step_8,9,89.28,52.89
18KK,im,1,overkill_step,10,79.44,85.99
18KK,im,1,overkill_step,11,67.24,62.08
18KK,im,1,overkill_step,12,84.62,52.06
18KK,im,1,overkill_step,13,119.07,148.05
18KK,im,1,activate_star,1,33.02,46.98
18KK,im,1,blast_step_1,2,28.94,7.22
18KK,im,1,blast_step_2,3,31.63,12.99
18KK,im,1,blast_step_3,4,16.3,20.7
18KK,im,1,blast_step_4,5,16.33,31.53
18KK,im,1,blast_step_5,6,40.38,20.94
18KK,im,1,blast_step_6,7,18.03,21.57
18KK,im,1,blast_step_7,8,18.82,44.01
18KK,im,1,blast_step_8,9,41.3,56.84
18KK,im,1,overkill_step,10,32.4,15.3
18KK,im,1,overkill_step,11,39.41,11.12
18KK,im,1,overkill_step,12,41.74,11.4
18KK,im,1,overkill_step,13,80.72,78.75
18KK,im,1,activate_star,1,52.59,21.35
18KK,im,1,blast_step_2,2,63.69,39.1
18KK,im,1,blast_step_3,3,62.36,26.67
18KK,im,1,blast_step_4,4,52.58,29.6
18KK,im,1,blast_step_5,5,54.26,37.23
18KK,im,1,blast_step_6,6,54.38,39.8
18KK,im,1,blast_step_7,7,24.96,45.07
18KK,im,1,blast_step_8,8,30.49,62.1
18KK,im,1,overkill_step,9,31.61,75.29
18KK,im,1,overkill_step,10,115.54,103.19
18KK,im,2,blast_step_2,3,23.08,11.74
18KK,im,2,blast_step_3,4,28.99,16.28
18KK,im,2,blast_step_4,5,19.21,13.83
18KK,im,2,blast_step_5,6,16.62,8.48
18KK,im,2,blast_step_6,7,48.13,41.5
18KK,im,2,blast_step_7,8,79.47,75.03
18KK,im,2,blast_step_8,9,62.96,72.91
18KK,im,2,overkill_step,10,52.52,65.79
18KK,im,2,overkill_step,11,47.52,59.04
18KK,im,2,overkill_step,12,115.39,126.93
18KK,im,2,overkill_step,13,122.9,134.49
18KK,im,2,activate_star,1,37.37,42.07
18KK,im,2,blast_step_1,2,78.4,7.46
18KK,im,2,blast_step_2,3,66.31,16.22
18KK,im,2,blast_step_3,4,56.3,26.49
18KK,im,2,blast_step_4,5,55.45,46.73
18KK,im,2,blast_step_5,6,39.71,51.76
18KK,im,2,blast_step_6,7,52.47,95.55
18KK,im,2,blast_step_7,8,45.69,106.32
18KK,im,2,blast_step_8,9,57.01,121.0
18KK,im,2,overkill_step,10,85.48,151.49
18KK,im,2,overkill_step,11,98.04,159.52
18KK,im,2,activate_star,1,72.21,23.41
18KK,im,2,blast_step_1,2,86.94,9.76
18KK,im,2,blast_step_2,3,73.77,11.53
18KK,im,2,blast_step_3,4,100.68,30.0
18KK,im,2,blast_step_4,5,110.06,31.73
18KK,im,2,blast_step_5,6,118.25,41.62
18KK,im,2,blast_step_6,7,125.49,48.11
18KK,im,2,blast_step_7,8,153.93,72.61
18KK,im,2,blast_step_8,9,144.8,72.4
18KK,im,2,overkill_step,10,48.09,58.48
18KK,im,2,overkill_step,11,43.55,40.64
18KK,im,2,overkill_step,12,42.7,40.38
18KK,im,2,activate_star,1,55.77,57.75
18KK,im,2,blast_step_2,2,100.26,9.2
18KK,im,2,blast_step_3,3,94.07,8.97
18KK,im,2,blast_step_4,4,75.89,35.79
18KK,im,2,blast_step_5,5,89.12,46.61
18KK,im,2,blast_step_6,6,73.83,75.02
18KK,im,2,blast_step_7,7,28.45,98.16
18KK,im,2,blast_step_8,8,38.33,99.9
18KK,im,2,overkill_step,9,146.88,196.85
18KK,im,2,overkill_step,10,70.39,167.1
18KK,im,2,overkill_step,11,27.46,124.85
18KK,im,2,activate_star,1,51.15,21.69
18KK,im,2,blast_step_1,2,93.12,48.57
18KK,im,2,blast_step_2,3,72.52,26.64
18KK,im,2,blast_step_3,4,37.0,19.95
18KK,im,2,blast_step_4,5,35.86,23.83
18KK,im,2,blast_step_5,6,66.39,23.94
18KK,im,2,blast_step_6,7,59.75,38.39
18KK,im,2,blast_step_7,8,58.16,62.65
18KK,im,2,blast_step_8,9,47.81,40.72
18KK,im,2,overkill_step,10,81.59,61.3
18KK,im,2,overkill_step,11,130.0,90.4
18KK,im,2,overkill_step,12,68.77,93.59
18KK,im,2,overkill_step,13,58.95,42.64
18KK,im,2,activate_star,1,69.43,18.39
18KK,im,2,blast_step_1,2,77.06,6.04
18KK,im,2,blast_step_2,3,77.25,20.08
18KK,im,2,blast_step_3,4,66.0,23.92
18KK,im,2,blast_step_4,5,58.42,25.96
18KK,im,2,blast_step_5,6,38.93,35.58
18KK,im,2,blast_step_6,7,84.9,17.94
18KK,im,2,blast_step_7,8,77.16,64.03
18KK,im,2,blast_step_8,9,86.61,79.57
18KK,im,2,overkill_step,10,123.35,92.11
18KK,im,2,overkill_step,11,114.14,64.89
18KK,im,2,overkill_step,12,118.23,72.97
18KK,im,2,activate_star,1,87.03,29.79
18KK,im,2,blast_step_1,2,90.72,9.69
18KK,im,2,blast_step_2,3,86.52,16.78
18KK,im,2,blast_step_3,4,71.98,21.96
18KK,im,2,blast_step_4,5,71.39,31.52
18KK,im,2,blast_step_5,6,99.62,37.15
18KK,im,2,blast_step_6,7,123.49,45.54
18KK,im,2,blast_step_7,8,139.94,65.69
18KK,im,2,blast_step_8,9,105.31,69.95
18KK,im,2,overkill_step,10,155.74,119.41
18KK,im,2,overkill_step,11,155.83,102.83
18KK,im,2,overkill_step,12,99.9,15.12
18KK,im,2,overkill_step,13,95.84,23.61
18KK,im,2,activate_star,1,81.27,9.93
18KK,im,2,blast_step_1,2,71.97,10.71
18KK,im,2,blast_step_2,3,76.18,18.53
18KK,im,2,blast_step_3,4,79.65,33.21
18KK,im,2,blast_step_4,5,70.87,17.37
18KK,im,2,blast_step_5,6,79.63,38.6
18KK,im,2,blast_step_6,7,82.87,55.91
18KK,im,2,blast_step_7,8,118.56,43.29
18KK,im,2,blast_step_8,9,118.66,53.37
18KK,im,2,overkill_step,10,187.62,120.99
18KK,im,2,overkill_step,11,45.26,33.92
18KK,im,2,overkill_step,12,99.92,33.16
18KK,im,2,overkill_step,13,103.72,54.88
18KK,im,2,activate_star,1,81.58,17.44
18KK,im,2,blast_step_1,2,135.46,44.85
18KK,im,2,blast_step_2,3,88.96,11.14
18KK,im,2,blast_step_3,4,101.47,19.42
18KK,im,2,blast_step_4,5,74.18,49.9
18KK,im,2,blast_step_5,6,85.74,48.32
18KK,im,2,blast_step_6,7,75.56,106.86
18KK,im,2,blast_step_7,8,59.03,58.06
18KK,im,2,blast_step_8,9,67.14,60.37
18KK,im,2,overkill_step,10,37.96,85.16
18KK,im,2,overkill_step,11,39.27,78.56
18KK,im,2,activate_star,1,28.41,23.61
18KK,im,2,blast_step_1,2,43.97,19.8
18KK,im,2,blast_step_2,3,46.32,18.18
18KK,im,2,blast_step_3,4,48.73,22.41
18KK,im,2,blast_step_4,5,45.81,18.43
18KK,im,2,blast_step_5,6,63.0,35.27
18KK,im,2,blast_step_6,7,30.42,38.52
18KK,im,2,blast_step_7,8,73.28,61.24
18KK,im,2,blast_step_8,9,62.92,84.85
18KK,im,2,overkill_step,10,61.53,78.85
18KK,im,2,overkill_step,11,116.12,88.88
18KK,im,2,overkill_step,12,85.46,83.71
18KK,im,2,overkill_step,13,30.55,50.42
18KK,im,2,activate_star,1,13.12,13.75
18KK,im,2,blast_step_2,2,32.6,11.94
18KK,im,2,blast_step_3,3,22.93,13.28
18KK,im,2,blast_step_5,5,14.56,30.72
18KK,im,2,blast_step_6,6,21.12,31.55
18KK,im,2,blast_step_7,7,71.28,52.46
18KK,im,2,blast_step_8,8,67.0,47.9
18KK,im,2,overkill_step,9,82.0,64.99
18KK,im,2,overkill_step,10,59.36,66.98
18KK,im,2,activate_star,1,25.4,18.01
18KK,im,2,blast_step_1,2,30.7,19.95
18KK,im,2,blast_step_2,3,16.69,13.95
18KK,im,2,blast_step_3,4,21.69,13.76
18KK,im,2,blast_step_4,5,22.41,22.85
18KK,im,2,blast_step_5,6,20.86,18.43
18KK,im,2,blast_step_6,7,20.52,25.9
18KK,im,2,blast_step_7,8,41.3,42.24
18KK,im,2,blast_step_8,9,63.05,67.88
18KK,im,2,overkill_step,10,58.98,68.96
18KK,im,2,activate_star,1,50.44,19.84
18KK,im,2,blast_step_2,2,57.92,14.84
18KK,im,2,blast_step_3,3,51.8,35.31
18KK,im,2,blast_step_4,4,40.5,31.0
18KK,im,2,blast_step_5,5,26.12,25.78
18KK,im,2,blast_step_6,6,66.65,25.33
18KK,im,2,blast_step_7,7,54.85,67.49
18KK,im,2,blast_step_8,8,42.43,26.33
18KK,im,2,overkill_step,9,25.65,70.79
18KK,im,2,overkill_step,10,22.22,65.01
18KK,im,2,overkill_step,11,35.11,74.22
18KK,im,2,overkill_step,12,106.19,82.29
18KK,im,2,activate_star,1,48.31,25.42
18KK,im,2,blast_step_2,2,80.7,57.85
18KK,im,2,blast_step_3,3,60.18,34.52
18KK,im,2,blast_step_4,4,66.68,34.15
18KK,im,2,blast_step_5,5,44.87,66.62
18KK,im,2,blast_step_6,6,18.59,58.51
18KK,im,2,blast_step_7,7,30.58,44.72
18KK,im,2,blast_step_8,8,102.01,65.27
18KK,im,2,overkill_step,9,83.18,74.62
18KK,im,2,activate_star,1,39.2,23.4
18KK,im,2,blast_step_1,2,65.56,9.55
18KK,im,2,blast_step_2,3,57.99,13.45
18KK,im,2,blast_step_3,4,46.22,18.48
18KK,im,2,blast_step_4,5,69.15,21.28
18KK,im,2,blast_step_5,6,52.8,13.57
18KK,im,2,blast_step_6,7,43.48,46.05
18KK,im,2,blast_step_7,8,33.23,91.48
18KK,im,2,blast_step_8,9,56.95,99.96
18KK,im,2,overkill_step,10,105.99,46.11
18KK,im,2,overkill_step,11,34.89,39.89
18KK,im,2,activate_star,1,62.55,17.68
18KK,im,2,blast_step_1,2,82.29,21.32
18KK,im,2,blast_step_2,3,85.51,14.66
18KK,im,2,blast_step_3,4,75.7,9.59
18KK,im,2,blast_step_4,5,65.82,34.16
18KK,im,2,blast_step_5,6,82.26,28.02
18KK,im,2,blast_step_6,7,60.72,30.02
18KK,im,2,blast_step_7,8,44.94,62.58
18KK,im,2,blast_step_8,9,49.04,47.69
18KK,im,2,overkill_step,10,78.13,14.74
18KK,im,2,activate_star,1,66.5,17.9
18KK,im,2,blast_step_2,2,68.71,13.57
18KK,im,2,blast_step_3,3,80.2,30.6
18KK,im,2,blast_step_4,4,83.25,27.51
18KK,im,2,blast_step_5,5,79.42,63.0
18KK,im,2,blast_step_6,6,100.39,109.48
18KK,im,2,blast_step_7,7,76.65,87.68
18KK,im,2,blast_step_8,8,143.38,94.68
18KK,im,2,overkill_step,9,149.45,98.8
18KK,im,2,overkill_step,10,125.41,95.67
18KK,im,2,overkill_step,11,85.15,70.59
18KK,im,2,activate_star,1,60.3,22.94
18KK,im,2,blast_step_2,2,121.07,45.4
18KK,im,2,blast_step_3,3,104.71,33.37
18KK,im,2,blast_step_4,4,96.67,29.33
18KK,im,2,blast_step_5,5,98.52,33.01
18KK,im,2,blast_step_6,6,67.6,36.49
18KK,im,2,blast_step_7,7,107.09,65.34
18KK,im,2,blast_step_8,8,136.74,66.03
18KK,im,2,overkill_step,9,68.58,50.46
18KK,im,2,overkill_step,10,84.92,20.14
18KK,im,2,overkill_step,11,91.84,20.56
18KK,im,2,activate_star,1,40.79,35.54
18KK,im,2,blast_step_1,2,74.69,26.94
18KK,im,2,blast_step_2,3,44.22,18.42
18KK,im,2,blast_step_3,4,51.3,25.53
18KK,im,2,blast_step_4,5,38.28,22.23
18KK,im,2,blast_step_5,6,12.7,39.15
18KK,im,2,blast_step_6,7,17.55,46.84
18KK,im,2,blast_step_8,9,50.8,89.79
18KK,im,2,overkill_step,10,65.02,107.53
18KK,im,2,overkill_step,11,49.08,99.7
18KK,im,2,overkill_step,12,28.94,79.6
18KK,im,2,overkill_step,13,44.5,80.96
18KK,im,3,blast_step_5,6,41.97,
18KK,im,3,blast_step_6,7,43.11,
18KK,im,3,blast_step_7,8,98.53,
18KK,im,3,blast_step_8,9,46.08,
18KK,im,3,overkill_step,10,36.51,
18KK,im,3,activate_star,1,54.27,22.52
18KK,im,3,blast_step_1,2,54.54,5.85
18KK,im,3,blast_step_2,3,71.8,18.47
18KK,im,3,blast_step_3,4,54.14,5.85
18KK,im,3,blast_step_4,5,41.95,33.94
18KK,im,3,blast_step_5,6,62.12,60.51
18KK,im,3,blast_step_6,7,69.03,57.69
18KK,im,3,blast_step_7,8,69.74,71.17
18KK,im,3,blast_step_8,9,50.6,70.58
18KK,im,3,overkill_step,10,40.03,90.44
18KK,im,3,overkill_step,11,51.78,100.64
18KK,im,3,overkill_step,12,69.67,123.67
18KK,im,3,overkill_step,13,143.29,135.01
18KK,im,3,activate_star,1,33.03,17.62
18KK,im,3,blast_step_1,2,47.02,7.23
18KK,im,3,blast_step_2,3,50.08,16.38
18KK,im,3,blast_step_3,4,27.63,54.1
18KK,im,3,blast_step_4,5,30.9,22.08
18KK,im,3,blast_step_5,6,54.13,35.01
18KK,im,3,blast_step_6,7,57.06,41.27
18KK,im,3,blast_step_7,8,77.03,101.12
18KK,im,3,blast_step_8,9,62.6,58.02
18KK,im,3,overkill_step,10,63.34,70.82
18KK,im,3,overkill_step,11,60.48,65.84
18KK,im,3,overkill_step,12,81.83,98.0
18KK,im,3,activate_star,1,51.23,18.34
18KK,im,3,blast_step_2,2,65.34,24.53
18KK,im,3,blast_step_3,3,80.76,43.02
18KK,im,3,blast_step_4,4,65.41,44.39
18KK,im,3,blast_step_5,5,59.0,48.59
18KK,im,3,blast_step_6,6,28.05,44.51
18KK,im,3,blast_step_7,7,26.87,86.09
18KK,im,3,blast_step_8,8,34.97,91.47
18KK,im,3,overkill_step,9,62.54,116.82
18KK,im,3,overkill_step,10,70.43,6.86
18KK,im,3,overkill_step,11,55.14,20.69
18KK,im,3,activate_star,1,39.99,36.44
18KK,im,3,blast_step_1,2,37.99,7.29
18KK,im,3,blast_step_2,3,48.88,16.21
18KK,im,3,blast_step_3,4,34.22,5.65
18KK,im,3,blast_step_4,5,44.0,17.72
18KK,im,3,blast_step_5,6,48.1,27.5
18KK,im,3,blast_step_6,7,45.0,70.55
18KK,im,3,blast_step_7,8,47.52,66.81
18KK,im,3,blast_step_8,9,65.07,63.41
18KK,im,3,overkill_step,10,63.62,63.87
18KK,im,3,overkill_step,11,67.77,84.86
18KK,im,3,activate_star,1,22.14,25.39
18KK,im,3,blast_step_1,2,22.82,17.82
18KK,im,3,blast_step_3,4,18.8,17.63
18KK,im,3,blast_step_4,5,17.58,17.23
18KK,im,3,blast_step_5,6,31.09,24.78
18KK,im,3,blast_step_6,7,18.26,13.71
18KK,im,3,blast_step_7,8,60.42,56.11
18KK,im,3,blast_step_8,9,97.45,87.68
18KK,im,3,overkill_step,10,101.04,92.23
18KK,im,3,overkill_step,11,16.83,15.99
18KK,im,3,activate_star,1,66.97,27.66
18KK,im,3,blast_step_1,2,63.67,9.7
18KK,im,3,blast_step_2,3,50.55,17.0
18KK,im,3,blast_step_3,4,50.75,21.79
18KK,im,3,blast_step_4,5,52.59,17.24
18KK,im,3,blast_step_5,6,70.08,17.63
18KK,im,3,blast_step_6,7,61.01,17.48
18KK,im,3,blast_step_7,8,108.2,67.72
